"","leafsp","trt","area","lesion1","lesion2","lesion3","totlesion","Unattributed.infection.area","tot.lesion","percent.infection","X","medMAP","hostorigin","minMAP","maxMAP","rangeMAP","Isolate","code","Bosque","pathogenorigin","DRY_DEFICIT","percent0","control"
"577","castel","Control 2",19332.627,0,0,0,0,"2796.086",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"578","castel","Control 3",14736.366,0,0,0,0,"1943.621",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"579","castel","Control 4",8431.074,0,0,0,0,"457.855",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"580","castel","Control 5",11241.539,0,0,0,0,"393.441",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"581","dendar","1",10213.02,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"582","dendar","2",15181.884,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"583","dendar","3",9712.606,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"584","dendar","4",14367.788,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"585","dendar","5",14951.137,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"586","dendar","Control 1",16814.501,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"587","dendar","Control 2",6357.896,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"588","dendar","Control 3",12409.215,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"589","dendar","Control 4",19788.866,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"590","dendar","Control 5",14108.992,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"591","mourmy","1",164.882,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"592","mourmy","2",265.757,10.151,10.61,8.787,29.548,"0",29.548,0.111184277366165,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,1,"live"
"593","mourmy","3",254.056,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"594","mourmy","4",256.605,247.894,0,0,247.894,"0",247.894,0.966052882835486,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,1,"live"
"595","mourmy","5",261.496,44.984,0,0,44.984,"0",44.984,0.172025575917031,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,1,"live"
"596","mourmy","Control 1",169.075,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"597","mourmy","Control 2",179.265,10.165,0,0,10.165,"0",10.165,0.0567037625861155,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,1,"cntrl"
"598","mourmy","Control 3",174.381,164.546,0,0,164.546,"0",164.546,0.943600506935962,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,1,"cntrl"
"599","mourmy","Control 4",136.156,51.04,0,0,51.04,"0",51.04,0.374864126443197,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,1,"cntrl"
"600","mourmy","Control 5",238.894,4.561,6.812,1.713,13.086,"0",13.086,0.0547774326688824,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,1,"cntrl"
"601","ormoma","1",6209.464,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"602","ormoma","2",7400.845,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"603","ormoma","3",4800.406,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"604","ormoma","4",4353.787,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"605","ormoma","5",5037.096,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"606","ormoma","Control 1",6224.6,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"607","ormoma","Control 2",6959.126,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"608","ormoma","Control 3",4540.717,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"609","ormoma","Control 4",7759.043,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"610","ormoma","Control 5",9444.333,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"611","randar","1",1316.685,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"612","randar","2",867.923,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"613","randar","3",1585.34,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"614","randar","4",1039.445,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"615","randar","5",918.084,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"616","randar","Control 1",1441.61,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"617","randar","Control 2",1406.882,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"618","randar","Control 3",920.485,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"619","randar","Control 4",1580.273,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"620","randar","Control 5",1467.179,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"621","tri2pa","1",1130.777,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"622","tri2pa","2",1904.036,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"623","tri2pa","3",2079.073,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"624","tri2pa","4",2105.506,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"625","tri2pa","5",1910.548,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"626","tri2pa","Control 1",1878.851,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"627","tri2pa","Control 2",865.429,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"628","tri2pa","Control 3",2363.374,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"629","tri2pa","Control 4",1449.961,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"630","tri2pa","Control 5",1549.715,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
